x	y	n	trajectory
223	227	10	19700,19919,20132,20350,20572,|21238,21455,21676,|22124,22344,22562,|30798,31014,31227,|32971,33197,33421,|34346,34575,34804,35028,35253,35481,35706,35933,36157,36382,36601,36826,|37290,37513,37740,37969,38200,38430,|38875,39101,39321,|39776,39996,40218,40444,40659,40879,41105,41328,41548,41768,41986,42206,42436,42666,42893,43118,43346,43575,43794,|55881,56114,56345,56578,56810,57050,57277,57505,57733,57962,58193,58420,58657,58897,59130,
223	301	4	9313,9526,|10151,10363,10575,|11000,11213,11424,11640,11855,12065,12272,12484,12693,12902,13118,13326,13536,13745,|14162,14378,14579,
225	153	1	22345,22563,
229	105	1	29007,29235,29465,
229	106	7	28335,28556,|29910,30133,|31444,31658,31873,32080,32308,32526,32752,32972,33198,33422,33651,33883,34115,|34576,34805,35029,35254,35482,|35934,36158,36383,36602,36827,37052,37291,|39322,39546,39777,|48089,48318,48551,
230	106	2	21014,21240,21457,|40219,40445,40660,40880,41106,41329,
230	107	1	41769,41987,42207,42437,
231	9	1	4868,5074,
231	107	1	30358,30585,30800,31017,31229,
233	108	3	1354,1553,1749,1950,2150,2355,2557,2769,2983,3191,3403,3612,3825,4035,4236,4446,4662,4869,5076,5285,5492,5702,5916,6136,6353,6566,6778,6997,7207,7417,7628,7841,8051,8262,|8686, 8904, 9111, 9316, 9529, 9737, 9948,10154,10366,10578,10792,11003,11216,11427,11643,11858,12068,12276,12487,12696,12905,13121,13329,13539,13748,13954,14166,14381,14582,14795,15002,15211,15421,15627,15840,16055,16266,16481,16694,16903,17122,17337,17554,17765,17988,18201,18416,18628,18843,19059,19273,19489,19703,19922,20135,20353,20575,20796,21016,21242,21459,21679,21904,22127,22348,22566,22788,23018,23240,23460,23680,23905,24125,24350,24569,24786,25001,25229,25454,25676,25898,26120,|26563,26786,
233	232	3	37293,37515,37742,37971,38202,38432,|47397,47625,47856,48091,|59134,59370,59601,59839,60076,60310,60547,
233	233	8	10793,11005,11218,11428,11644,|38652,38878,39103,39324,|41989,42209,42439,42668,42895,43121,|43577,43796,44023,44241,44469,44693,44911,45135,45359,45583,45815,46042,46265,46487,46718,46946,|48553,48781,49009,49242,49467,49688,49921,50147,50372,50602,50837,|52666,52898,53129,53359,53589,53813,54043,54272,54500,54725,54954,55186,55418,55653,55884,56117,56349,56582,56814,57054,|57509,57737,57966,58197,58424,58661,|61007,61241,61465,61692,61912,62142,
234	46	1	43578,43797,44022,44242,44470,44694,44912,45134,45358,45584,45816,46041,46266,46488,46717,46947,47172,47398,47626,47855,48092,48320,48554,48780,49010,49243,49466,49689,49922,50148,50373,50601,50838,51066,51294,51520,51747,51980,52205,52434,52667,52899,53130,53360,53590,53812,54044,54273,54501,54724,54955,55187,55417,55654,55885,56118,56350,56583,56815,57055,57281,57510,57738,57967,58198,58425,58662,58901,59135,59371,59600,59838,60077,60311,60548,60778,61008,61242,61466,61693,61913,62143,62372,62598,
234	88	1	25900,26122,
234	231	1	39998,40221,40447,40662,40882,41109,41331,41550,
234	232	8	1952,2152,2357,2559,2771,2984,3193,3405,3614,3827,4037,4238,4448,4663,4870,5078,5287,5494,5703,5918,6138,6355,6568,6780,6999,7209,7419,7630,7842,8052,8264,8474,8688,|12069,12277,|13330,13540,13749,13955,|14382,14583,14796,15003,|15841,16056,16267,16482,16695,16904,17123,17338,17555,17766,17989,18202,18417,18629,18844,19060,19274,19490,19704,|20354,20576,20797,21017,21243,21460,21680,21905,22128,22349,22567,22789,23019,23241,23461,23681,23906,24126,24351,24570,24787,25002,25230,25455,25677,25899,26121,26341,26564,26787,27008,27228,27450,27672,27898,28117,28337,28558,28781,29010,29237,29467,29688,29913,30135,30359,30586,30801,31018,31230,31446,31660,31875,32082,32310,32528,32754,32974,33200,33424,33653,33885,34117,34348,34578,34807,35031,35256,|35708,35936,36160,36385,36604,36829,|63986,64214,64450,64681,
235	231	1	9113,9319,
236	103	1	29238,29468,29689,29914,30136,30360,30587,30802,
236	232	1	51521,51748,51981,52206,52435,52668,
237	231	3	1357,1556,|12908,13123,13332,13542,|15213,15423,15629,
239	176	1	30591,30806,31022,31234,
240	175	1	39329,39551,
240	176	5	3830, 4040, 4241, 4451, 4667, 4874, 5081, 5290, 5497, 5707, 5921, 6141, 6358, 6571, 6783, 7002, 7212, 7422, 7633, 7846, 8056, 8267, 8478, 8691, 8908, 9116, 9321, 9533, 9742, 9952,10159,10371,10583,10797,11008,11221,11432,11648,11863,12072,12281,12491,12699,12910,13125,13334,13544,13752,13958,14170,14385,14586,14799,15006,15215,15425,15631,15845,16059,16270,16485,16698,16907,17126,17341,17559,17770,17993,18206,18421,18633,18848,19064,19278,19494,19708,19926,20140,20359,20581,20802,21022,21248,21465,21685,21910,22133,22354,22572,22794,23024,23246,23466,23686,23911,24131,24356,24575,24792,25007,25235,25460,25682,25905,26126,26345,26568,26791,27012,27232,27454,27676,27902,28121,28342,28562,28786,29014,29242,29472,29693,29918,30140,|34352,34582,|36833,37058,|37746,37975,38206,38436,38656,|46722,46951,47176,47402,47630,47860,48096,48325,48558,48785,49014,49247,49471,49694,49926,50152,50377,50606,50842,51071,51299,51525,51752,51985,52210,52439,52672,52903,53134,53364,53594,53817,54048,54277,54505,54729,54959,55192,55422,55658,55889,56122,56354,56587,56819,57059,57285,57514,57742,57971,58202,58429,58666,58905,59139,59375,59605,59844,
240	192	5	2360,2562,2774,|3617,3831,|4242,4452,|5498,5708,|6142,6359,6572,6784,7003,7213,7423,7634,7847,8057,
245	127	1	1956,2156,2362,
245	299	4	4042, 4245, 4455, 4669, 4876, 5085, 5292, 5500, 5710, 5923, 6145, 6361, 6575, 6787, 7005, 7215, 7425, 7636, 7850, 8060, 8270, 8482, 8695, 8911, 9120, 9324, 9536, 9746, 9955,10162,10373,10587,10800,11010,11224,11436,11651,11867,12074,12283,12494,12701,12912,13128,13336,13547,13755,13961,14174,14388,14588,14802,15008,15218,15428,15634,15848,16062,16273,16488,16700,16910,17128,17343,17561,17773,17996,18209,18423,18635,18851,19066,19280,19496,19711,19929,20143,20361,20585,20805,21026,21250,21468,21688,21913,22135,22357,22575,22797,23026,23248,23468,23688,23913,24134,24358,24577,24794,25010,25238,25462,25684,25907,26128,26348,26571,26793,27014,27234,27457,27678,27904,28123,28345,28564,28788,29016,29244,29474,29695,29920,30143,30365,30593,30808,31024,31237,31453,31666,31881,32088,32316,32534,32760,32980,33206,33430,33659,33891,34123,34356,34585,34813,35037,35262,35490,35714,35943,36166,36392,36611,36836,37061,37299,37521,37749,37979,38209,38439,38659,38884,39109,39332,39554,39785,40004,40227,40453,40668,40888,41115,41337,41556,41777,41995,42215,42445,42674,42901,43127,43354,43584,43803,44029,44248,44477,44700,44918,45141,45365,45590,|49697,49929,|50380,50609,50845,51074,51302,51528,51755,51988,52213,52442,52675,52906,53137,53367,53597,53820,54051,54280,|57745,57975,
245	300	4	47405,47634,47863,48100,48328,48561,|49017,49250,|54732,54962,55195,55425,55662,55892,56125,|56590,56822,
246	125	1	38210,38440,38662,
246	126	5	3198,3409,3619,3833,|4244,4454,|5711,5924,6144,|8480,8693,|11434,11650,11865,
246	127	1	6576,6786,
246	192	2	7849, 8059, 8269, 8481, 8694, 8910, 9119, 9323, 9535, 9745, 9954,10161,10374,10586,10799,11012,11223,11435,11652,11866,12075,12285,12493,12702,12913,13127,13337,13546,13754,13960,14173,14387,14589,14801,15009,15217,15427,15633,15847,16061,16272,16487,16701,16909,17129,17344,17562,17772,17995,18208,18424,18636,18850,19067,19281,19497,19710,19928,20142,20362,20586,20804,21025,21251,21469,21687,21912,22136,22356,22574,22796,23027,23249,23469,23689,23914,24133,24359,24578,24795,25009,25237,25463,25685,25908,26129,26347,26570,26794,27015,27235,27456,27679,27905,28124,28344,28565,28789,29017,29245,29475,29696,29921,30142,30366,30594,30809,31025,31238,31454,31667,31882,32089,32317,32535,32761,32981,33207,33431,33660,33892,34124,34355,34586,34814,35038,35263,35489,35715,35944,36167,36393,36610,36837,37062,37300,37522,37750,37978,38211,38441,38660,38885,39110,39333,39555,39786,40005,40228,40454,40669,40890,41116,41338,41557,41778,41996,42216,42446,42675,42902,43128,43355,43585,43804,44030,44249,44478,44701,44919,45142,45366,45591,45822,46048,46272,46495,46725,46954,47179,47406,47633,47864,48101,48329,48562,48788,49018,49251,49474,49698,49930,50155,50381,50610,50846,51075,51303,51529,51756,51989,52214,52443,52676,52907,53138,53368,53598,53821,54052,54281,54508,54733,54963,55196,55426,55661,55893,56126,56357,56591,56823,57062,57288,57517,57746,57974,58205,58432,58669,58908,59142,59378,59608,59847,60083,60318,60555,60785,61015,|62379,62605,62834,63066,
246	299	1	2157,2363,2564,2777,
247	111	2	63298,63529,63764,63995,64222,|64690,64916,65152,
247	134	1	52215,52444,52677,
247	231	2	42449,42678,42905,43131,43358,43588,43807,44033,44252,44481,|50612,50848,51077,51306,51531,51760,
251	55	1	3204,3415,3626,3839,4048,
251	71	3	12290,12500,|28795,29023,29251,|30815,31031,31244,
251	72	1	29927,30149,30372,
251	140	4	25914,26135,26354,26577,26800,27021,27241,27463,27685,27911,28130,28351,28571,28796,29024,29252,29481,29702,29928,|30816,31032,|31460,31673,31888,32095,32323,32541,32767,32987,33213,33437,33666,33898,34130,34362,34592,34820,35044,35269,35496,35721,|61020,61253,61477,
251	141	1	58674,58913,59147,59383,59613,
251	234	1	41122,41344,41563,41784,42002,42221,42452,42681,42908,43134,43361,43591,43810,44036,44255,44484,44706,44924,45147,45372,45597,45827,46054,46277,46501,46730,46960,47184,47411,47639,47869,48106,48334,48567,48794,49022,49255,49479,49702,49934,50159,50385,50615,50852,
252	140	1	46961,47185,47412,47640,47870,48107,48335,48568,48793,49023,49256,49480,49703,49935,50160,50386,50616,50851,51080,51309,51535,
253	82	3	44925,45148,45373,45598,|47871,48108,48336,48569,48795,49024,49257,49481,49704,49936,|53827,54057,54286,54513,54738,54968,55201,55431,55667,55898,56131,56362,56597,56828,57067,57293,57522,57751,57980,58210,58437,58675,58914,59148,59384,59614,59852,60088,60324,60560,60790,61021,61254,61478,61705,61924,62154,
254	82	5	31674,31889,32096,32324,32542,32768,32988,33214,33438,33667,33899,34131,34363,34593,34821,35045,35270,35497,35722,35950,36173,36399,|40460,40676,|42682,42909,|43362,43592,43811,44037,44256,44485,|63071,63303,63534,63769,64000,64228,
254	83	5	37306,37528,37756,37985,38217,38447,38667,38891,39116,39339,39561,39792,40011,|46055,46278,|50387,50617,50853,|51310,51536,|52448,52681,
254	186	1	32543,32769,32989,33215,33439,33668,33900,
255	17	1	63536,63771,64002,64230,
255	19	1	61480,61707,61926,62156,62385,62611,62840,63073,
256	17	8	19719,19937,20151,|20813,21034,21259,21477,21696,21921,22144,22365,22583,22805,23035,23257,23478,23697,23922,24142,24367,24586,24803,25018,25246,25470,25692,25916,26137,26356,26579,26802,27023,27243,27465,27687,27913,28132,28354,28573,28798,29026,29254,29483,29704,29930,30151,30374,30601,30818,31034,31246,31461,31675,31890,32097,32325,32544,32770,32990,33216,33440,33669,33901,34132,34364,34594,34822,35046,35271,35498,35723,35951,36174,36400,36617,36843,37068,37307,37529,37757,37986,38218,38448,38668,38892,39117,39340,39562,39793,40012,40234,40461,40677,40896,41124,41345,41565,41785,|42222,42453,42683,42910,43135,43363,43593,43812,44038,44257,44486,44707,44926,45149,45374,45600,45829,46057,46280,46503,46732,46963,47188,47414,47642,47873,48110,48338,48571,|49259,49483,49706,49938,|50389,50619,50855,|53375,53604,|54740,54970,|60562,60793,61023,61256,
256	18	1	58212,58439,
257	192	1	1965,2167,
257	214	1	27466,27688,27914,28133,28355,28574,28799,29027,29255,29484,29705,29931,30152,30375,30602,30820,31035,31247,31462,31676,31892,32098,32326,32545,32772,32991,33217,33441,33670,33903,34133,34365,34595,34823,35047,35273,35499,35724,35953,36175,36401,36618,36844,37069,37309,37530,37758,37987,38219,38449,38670,38894,39119,39341,39563,39794,40013,40235,40462,40679,40897,41125,41347,41566,41787,42003,42223,42454,42684,42912,43136,43364,43594,43813,44039,44258,44487,44708,44927,45150,45376,45601,45830,46058,46281,46504,46734,46964,47189,47416,47643,47874,48111,48339,48572,48797,49026,49260,49484,49707,49939,50163,50390,50620,50856,51082,51313,51539,51763,51997,52221,52451,52683,
259	174	1	48575,48800,49029,49263,49489,49710,49942,50165,50393,
259	175	2	47192,47418,|56832,57071,57297,57526,57755,57984,58215,58442,58679,58918,59152,59388,59619,59856,60092,60328,60565,
260	111	1	56367,56603,56834,57072,57299,57528,57757,57986,58217,58444,58681,58920,59154,59390,59621,59858,60093,60330,60567,60796,61027,61260,61484,61711,61931,62161,62389,62616,62844,63078,63309,63540,63776,64007,
260	175	5	18861,19076,19291,19508,19722,19940,20154,20372,20596,20815,21037,21261,|21699,21923,22147,22368,22585,22807,23038,23260,|23700,23925,|24371,24589,24805,25021,25249,25472,25695,25918,26141,26360,26582,26805,27026,27246,27471,27692,27918,28136,28359,28578,28803,29031,29258,29487,29708,29936,30155,30380,30605,30822,31038,31250,31465,31680,31895,32101,32329,32548,32774,32994,33220,33444,33673,33905,34138,34368,34598,34826,35050,35275,35503,35727,35955,36178,36406,36621,36847,37072,37311,37533,37761,37991,38222,38452,38674,38896,39122,39344,39568,39797,40017,40238,40467,40681,40901,41128,41349,41569,41790,42006,42228,42457,42687,42914,43139,43367,43599,43816,44042,44261,44490,44711,44930,45155,45378,45605,45835,46061,46284,46507,46736,|53150,53380,53607,53831,54063,54290,54519,54743,54973,55205,55438,
264	5	1	51769,52004,52226,52457,
264	6	1	51088,51319,
265	288	6	48346,48581,48805,49034,49268,|52227,52458,52689,52917,|57530,57759,57988,|58683,58922,59156,59392,59623,59860,60096,60332,|60798,61030,61263,61487,61714,|62392,62618,62847,63080,63311,63543,63778,64009,64236,64470,64702,64929,65166,65404,
266	69	1	54977,55210,55440,55674,55906,56137,
266	140	1	28583,28808,
266	288	1	41794,42011,42231,
267	38	1	586,791,
267	69	3	24594,24811,25026,|37539,37767,37996,38228,38458,38678,38902,39127,39350,39573,39803,40022,40244,40471,40687,40906,41134,41354,41574,41795,|53836,54067,
267	70	8	17576,17787,18010,18223,18438,18650,18866,19082,19296,19512,19727,19945,20159,20377,20601,20821,21042,21267,21484,21704,21929,22152,22373,22591,22813,23043,23265,23485,23705,23930,24149,|25478,25700,|30384,30612,|34832,35056,35281,35508,35733,35961,36184,|36627,36853,|42232,42462,42692,42919,|48806,49035,49269,49492,49715,49947,50171,50398,50627,|52459,52690,52918,53152,53383,
267	266	1	2173,2378,2579,2792,3003,3215,3426,3636,3849,4058,4260,4471,4683,4891,
267	267	3	5515,5726,5940,6161,6376,6590,6802,7020,7229,7440,7651,|28810,29037,29265,29494,29715,29940,30161,30385,30611,30828,31043,31256,31471,|32336,32555,32781,
268	70	2	26145,26365,26588,26811,27032,27252,27475,27697,27923,28142,28364,28584,28809,29036,29264,29493,29714,|32107,32335,32554,32780,33000,33226,
268	148	3	2580,2794,3004,3216,|4261,4472,4685,4892,5100,5307,|5939,6162,
270	59	6	42920,43144,|44047,44268,44495,44717,|47198,47423,47653,47882,48118,48347,48582,48807,49038,49270,49493,|51089,51320,51546,51770,52005,52228,52462,52691,52919,53156,53384,53611,|54521,54747,54978,55213,55441,55675,55907,56138,56371,56609,56837,57076,57304,57535,57761,57990,58220,58447,58687,58924,59158,59394,59625,59862,60098,60334,60570,60800,61032,61265,61489,61716,61934,62164,|62620,62849,
270	82	1	45610,45840,46067,46292,46512,46744,46971,47200,47425,47654,47883,48120,48348,48585,48809,49039,49271,49494,
271	59	1	63546,63782,64011,64238,64474,64704,64931,
271	60	1	45160,45383,45609,45839,46066,46291,
271	81	3	387,590,|986,1173,1378,1576,1770,1973,2175,2380,2582,2796,3006,3218,3429,3639,3851,4060,4263,4474,4686,4894,5102,5309,|6593, 6804, 7022, 7232, 7442, 7653, 7866, 8076, 8286, 8498, 8711, 8928, 9137, 9340, 9552, 9762, 9971,10178,10390,10603,10817,11028,11240,11453,11669,11883,12091,12301,12510,12718,12929,13144,13353,13564,13771,13977,14190,14404,14605,14818,15025,15234,15444,15650,15864,16078,16289,16503,16718,16926,17144,17359,17578,17789,18012,18225,18440,18652,18868,19084,19298,19514,19729,19947,20161,20379,20603,20823,21044,21269,21486,21706,21931,22154,22375,22593,22815,23045,23267,23487,23707,23932,24151,24376,24596,24813,25028,25255,25480,25702,25925,26147,26367,26590,26813,27034,27254,27477,27699,27925,28144,28366,28586,28812,29039,29267,29496,29717,29942,30163,30388,30614,30830,31045,31259,31473,31685,31901,32109,32338,32557,32783,33002,33228,33451,33680,33912,34143,34375,34605,34834,35058,35283,35510,35735,35963,36186,36411,36629,36855,37079,37318,37541,37768,37998,38230,38460,38680,38904,39129,39352,39575,39805,40024,40246,40473,40689,40908,41136,41356,41577,41797,42013,42234,42465,42694,42921,43146,43373,43604,43822,44050,44269,44497,
272	150	3	3008,3220,3431,3641,3852,4061,4265,|4689,4896,5104,5311,5518,5730,5943,|6379, 6595, 6806, 7024, 7234, 7444, 7655, 7868, 8078, 8288, 8500, 8713, 8930, 9139, 9342, 9554, 9764, 9973,10180,10392,10605,10819,11030,11242,11455,11671,11885,12093,12303,12513,12720,12931,13146,13355,13566,13773,13979,14192,14406,14607,14820,15027,15236,15446,15652,15866,16080,16291,16505,16719,16928,17146,17360,17580,17791,18013,18226,18442,18654,18869,19086,19300,19515,19730,19949,
272	178	2	19301,19517,19732,19950,20163,20382,20606,20826,21047,21272,21489,21709,21934,22157,22378,|22818,23048,23270,23490,23710,23935,24154,24379,24599,24816,25031,25258,25483,25705,25928,26150,26370,26593,26816,27037,27257,27480,27702,27928,28147,28369,28589,28815,29042,29270,29499,29720,29945,30166,30391,30617,30833,31048,31262,
272	179	7	31689,31904,32112,32341,32560,32786,33005,33231,33454,33683,33915,34146,34378,|34837,35061,|35513,35738,35966,36189,36414,|36858,37082,37321,37544,37772,38001,38233,38463,38683,38907,39132,39355,39578,39808,40027,40249,40476,40692,40911,41140,41359,41579,41800,42016,42237,42468,42697,42925,43149,43376,43607,43825,44052,44271,44500,44720,44938,45162,|50632,50866,51094,51325,51551,51775,52010,52233,52465,52696,52924,53158,53389,53616,53841,54073,54298,54526,54752,54983,55216,55446,55680,55912,56143,56376,|56842,57081,57307,57537,57766,57995,58225,58452,58690,58929,59163,59399,59630,59867,|61939,62169,62399,62625,62854,63087,63318,63550,63785,
273	178	1	15447,15653,15867,16081,16292,16507,16721,16929,17147,17362,17581,17792,18015,18228,18443,
273	179	1	13567,13774,13980,14193,14407,14608,14821,15028,
275	114	1	47428,47657,47887,
276	92	6	1178,1382,1580,1775,|2800,3011,3223,|6808,7028,|16082,16293,16508,|36190,36415,|42698,42926,43150,43377,43608,43826,44053,44272,44501,44721,44941,45163,45387,45614,45843,46071,46295,46516,46749,46976,47203,47429,47656,47888,48123,48352,48587,48812,49041,49275,49498,49720,49951,50176,50403,50633,50867,51095,51326,51552,51776,52011,52234,52466,52697,52925,53159,53390,53617,53842,54074,54299,54527,54753,54984,55217,55447,55681,55913,56144,56377,56611,56843,57082,57308,57538,57767,57996,58226,58453,58691,58930,59164,59400,59631,59868,60103,60339,60575,60805,61038,61270,61494,61721,61940,62170,62400,62626,62855,63088,63319,63551,
276	93	4	16930,17148,17363,17582,|30618,30834,31049,31263,|33455,33684,|38234,38467,38684,38908,39133,39356,39579,39809,40028,40250,40479,40693,40912,41141,41360,41580,41801,
276	180	11	12517,12723,|13359,13569,13776,|22597,22821,|24157,24381,|31477,31691,|33917,34148,34380,34609,34839,35063,35287,35515,35741,35968,36192,36417,36633,36860,37085,37323,37547,37774,38003,38236,38465,38686,38910,39135,|41803,42018,42239,42470,42700,42928,|43379,43610,43828,44055,44274,44503,44723,44940,45165,45389,45616,45845,46073,46296,46518,46748,46978,47205,47431,47659,47890,48125,48354,48589,48814,49043,49277,49500,49722,49953,50178,50405,50635,|54986,55219,|57310,57540,57769,57998,|58693,58932,59166,59402,59633,59870,60105,60341,60577,60807,61040,61272,61496,61723,61942,
276	181	3	18656,18872,19088,19304,|39581,39811,40030,40252,40478,40695,40914,41143,41362,|56146,56379,56613,56845,
277	10	2	41363,41582,|42019,42240,42471,42702,
277	85	1	52699,52927,
277	91	2	3644,3856,4065,4268,4478,|21492,21710,21935,
277	92	4	594,798,|5734,5947,6167,6383,|7448,7657,7871,8081,8292,8502,8717,|13982,14194,
277	93	1	10396,10607,10821,11033,11246,11460,11673,11889,12095,12307,
277	176	1	19089,19306,
277	180	1	17794,18017,
277	186	13	12097,12308,12519,|12935,13150,13361,|14196,14409,14613,|21938,22160,22382,22599,22822,23051,23273,23493,23713,23938,24159,24383,|34382,34611,34841,|37087,37325,|38688,38912,39137,39359,39583,|40032,40253,40480,|40915,41144,41364,41583,41804,42020,|42701,42929,43152,|45617,45846,|55449,55684,|60808,61042,61273,
277	187	6	18019,18232,18446,18658,18875,|19307,19520,19735,19953,20166,20385,20609,|21051,21275,21493,|24820,25036,25261,25487,25708,25931,26153,26373,26596,26820,27040,27261,27483,27705,27931,28150,28373,28592,28818,29046,29273,29502,29723,29948,30169,30394,30621,30837,31052,31266,31479,|46297,46519,46750,|59403,59634,59871,60107,60342,
278	85	1	54076,54302,54530,
278	186	6	3435,3645,3858,4067,4270,4480,4693,4901,5108,5315,5522,5735,5949,6170,|6811, 7029, 7238, 7450, 7659, 7873, 8083, 8293, 8504, 8718, 8934, 9144, 9346, 9559, 9768, 9977,10184,10397,10610,|11035,11247,|16296,16512,16724,16933,17151,|31907,32115,32344,32563,32789,33008,|33458,33687,33919,
278	187	1	35289,35517,35743,35970,36194,
281	63	1	42241,42472,42703,
281	123	1	56382,56616,56848,
281	203	1	33460,33689,33921,34151,
283	182	1	20830,21054,21278,
283	304	1	33922,34152,34384,34613,34843,35066,35291,35519,35745,35972,36196,36420,36637,36863,37089,37327,37550,37777,38006,38240,38469,38690,38914,39139,39361,39586,
284	87	1	3227, 3437, 3648, 3860, 4069, 4272, 4482, 4695, 4903, 5110, 5317, 5524, 5737, 5951, 6173, 6385, 6600, 6814, 7031, 7240, 7452, 7662, 7875, 8085, 8295, 8507, 8720, 8936, 9146, 9348, 9561, 9770, 9979,10186,10399,10612,10826,11037,11249,11463,11679,11891,12100,12311,12521,12726,12938,13152,13363,13572,13780,13985,14199,14412,14615,14825,15033,15241,15453,15657,15873,16086,16298,16514,16726,16935,17153,17367,17587,17797,18022,18235,18448,18660,18877,19092,19309,19522,19737,19955,20168,20387,20611,20831,21053,21277,21495,21714,21940,22162,22384,22601,22824,23053,23275,23495,23715,23941,24161,24385,24603,24822,25038,25263,25489,25710,25933,26155,26376,26598,26822,27042,27263,27485,27707,27934,28152,28375,28594,28820,29048,29275,29504,29725,29950,30171,30397,30623,30839,31054,31268,31481,31694,31909,32118,32346,32565,32791,33010,33235,33461,33690,33923,34153,34385,34614,34844,35067,35292,35520,35746,35973,36197,36421,36638,36864,37090,37328,37551,37778,38007,38241,38470,38691,38915,39140,39362,39587,39814,40035,40256,40483,40697,40918,41147,41367,41586,41806,42023,42244,42475,42706,42932,43154,43382,43613,43831,44058,44278,44506,44727,44944,45168,45393,45620,45849,46076,46300,46522,
284	181	1	25039,25264,
284	183	1	23716,23940,24162,
284	264	3	29049,29276,|36639,36865,|38692,38916,39141,39363,39585,39815,40036,40257,40484,40699,40919,41148,41368,41587,41807,42024,42245,42476,42707,42933,43155,43383,43614,43832,44059,44279,44507,44728,44945,45169,45394,45621,45850,46077,46301,46523,46753,46981,47208,47434,47661,47894,48128,48358,48593,48817,49046,49280,49503,49725,49956,50181,50408,50639,50871,51099,51330,51556,
284	265	3	20612,20832,21055,21279,21496,21715,21941,22163,22385,22602,22825,23054,23276,23496,23717,23942,24163,24386,24604,24823,25040,25265,25490,25711,25934,26156,26375,|27486,27708,27933,28153,28376,|52470,52702,52929,53163,53395,53622,53845,54079,54305,54533,54758,54990,55222,55452,55687,55917,56149,56384,56619,56850,57087,57313,57544,
285	37	1	6174,6386,
285	38	2	12727,12937,|23277,23497,23718,
285	141	3	33924,34155,34386,34615,34845,|41369,41588,|43833,44060,
285	142	2	45395,45622,45851,|47435,47663,
285	261	1	10613,10827,
286	141	4	27487,27709,27935,28154,28377,28595,28821,29050,29277,29505,29726,|31910,32119,32347,32567,|35293,35521,35747,35974,36198,36422,36640,36866,37091,37329,37552,37779,38008,38242,38471,38693,38917,39142,39364,39588,39816,40037,40258,40485,40700,40920,|42477,42708,42934,43157,43384,
287	191	1	5953, 6176, 6388, 6602, 6816, 7033, 7242, 7454, 7664, 7878, 8087, 8297, 8509, 8723, 8938, 9148, 9350, 9563, 9772, 9981,10188,10401,10615,10829,11039,11251,11465,11681,11893,12102,12313,12523,12729,12940,13154,13365,
288	29	7	16301,16518,16730,|22388,22606,22828,23058,23281,23500,23722,23945,24168,24389,24607,24826,25043,25269,25495,25714,25937,26159,26379,26602,26825,27046,27265,27490,27711,27937,28157,28379,28597,28824,29053,29280,|37093,37332,|38010,38244,|43386,43617,43836,|45398,45624,|56853,57092,
288	30	1	42026,42247,
288	126	1	62634,62865,
288	148	1	25268,25494,25715,25938,26160,26380,26601,26826,27047,27266,27489,27712,27938,28156,28380,28598,28823,29052,29279,29507,29728,29953,30174,30399,30626,30841,31056,31271,31483,31696,31912,32121,32349,32569,32794,33012,33237,33464,33692,33926,34157,34388,34617,34847,35069,35295,35523,35749,35976,36200,36424,36643,36869,37094,37331,37554,37781,38011,38245,38473,38695,38920,39144,39366,39590,39818,40040,40260,40488,40702,40922,41150,41371,41590,41810,42027,42248,42479,42710,42936,43159,43387,43616,43835,44062,44281,44510,44730,44948,45171,45397,45625,45853,46079,46303,46525,46755,46984,47211,47437,47665,47896,48131,48360,48595,48819,49051,
288	149	3	3862,4071,4274,|13783,13989,14202,14415,14619,14828,15037,15244,15456,15660,15876,16089,16302,16517,16729,16938,17156,17371,17590,17800,18025,18238,18453,18663,18880,19095,19314,19525,19740,19958,20171,20391,20616,20835,21058,21283,21499,21718,21945,22166,22389,22605,22829,23056,23280,23501,23720,|50874,51102,51333,51559,51782,52017,52241,52473,52705,52934,53166,53398,53625,53849,54082,54308,54536,54761,54993,55225,55455,55690,55920,56153,56386,56622,56854,57091,57317,57547,57776,58004,58234,58460,58699,58939,59172,59409,59640,59877,60112,60348,60583,60814,61047,61279,61502,
288	177	1	8511,8725,8942,
288	279	3	39145,39367,39591,39819,|44282,44511,44731,44949,45172,45399,45626,45854,46081,46305,46526,46757,46985,47212,47438,47666,47897,48132,48361,48596,48820,49052,49283,49507,49728,49959,50184,50412,50642,50875,51103,51334,51560,51783,52019,52243,52474,52706,52935,53167,53400,53626,53850,54083,54309,54537,54762,54994,55226,55457,55691,55921,56154,56388,56623,56855,57093,57318,57548,57777,58005,|58461,58700,58940,59173,59410,59641,59878,60114,60350,60584,60815,61048,61280,61503,61730,61948,62179,62410,62636,
289	29	3	17157,17370,|18881,19096,19313,19526,19741,19959,20172,20390,20615,20836,21059,21282,|21719,21944,
289	82	1	52936,53168,53399,53627,53851,54084,54310,54538,54763,54995,55227,55456,55692,55922,56155,56389,56624,56856,57094,57319,57549,57778,58007,58235,58462,
289	83	1	61504,61731,
289	125	1	1390,1590,1783,1986,
289	126	4	14620,14829,|18882,19098,19315,19527,19743,|64254,64488,|64947,65183,
289	149	1	4485, 4697, 4905, 5113, 5319, 5526, 5739, 5954, 6177, 6390, 6603, 6817, 7034, 7243, 7455, 7665, 7880, 8088, 8298, 8510, 8724, 8939, 9149, 9351, 9564, 9773, 9982,10189,10402,10616,10830,11040,11252,11466,11682,11894,12103,12314,12524,12730,12941,13155,
289	177	1	5956,6178,6391,6605,6819,7035,
290	82	1	59174,59411,59642,59879,60113,60349,60585,60816,
